instance,size,density,sa_energy,cplex_energy,velox_energy,gap_cplex,gap_sa,runtime_velox,runtime_sa,runtime_cplex
random3BodyIsing_L=1000000_5.h5,1999998,2.5000004999985e-6,-3.929471e6,-3.5667445e6,-3.85463e6,-8.07138,1.9046075,80.976007032,16111.249771059,10804.72677537
random3BodyIsing_L=1000000_6.h5,1999998,2.5000004999985e-6,-3.9318272e6,-3.5658222e6,-3.858978e6,-8.221267,1.8528091,81.433327815,16105.660239636,10831.388630553
random3BodyIsing_L=1000000_7.h5,1999998,2.5000004999985e-6,-3.932435e6,-3.5115e6,-3.8512608e6,-9.675658,2.0642235,78.602812854,16108.318793934,10894.487719359
random3BodyIsing_L=1000000_8.h5,1999998,2.5000004999985e-6,-3.931646e6,-3.5651148e6,-3.8500012e6,-7.9909487,2.0766048,79.825821237,16108.932658897,10803.854757274
random3BodyIsing_L=1000000_9.h5,1999998,2.5000004999985e-6,-3.92685e6,-3.334769e6,-3.8566832e6,-15.650686,1.7868457,82.11000487,16109.264192728,10941.116553743
random3BodyIsing_L=5000000_1.h5,9999998,5.00000019999988e-7,-1.9189358e7,NaN,-1.921791e7,NaN,-0.1487908,395.733685076,6956.398213264,NaN
random3BodyIsing_L=5000000_10.h5,9999998,4.99999859999924e-7,-1.9197632e7,NaN,-1.9238828e7,NaN,-0.21458897,396.53245205,6956.197910511,NaN
random3BodyIsing_L=5000000_2.h5,9999998,4.99999939999956e-7,-1.9200058e7,NaN,-1.9253432e7,NaN,-0.27798876,399.559962657,6955.689690273,NaN
random3BodyIsing_L=5000000_3.h5,9999998,4.99999939999956e-7,-1.919199e7,NaN,-1.9219956e7,NaN,-0.14571704,394.592959678,6956.801786728,NaN
random3BodyIsing_L=5000000_4.h5,9999998,5.00000019999988e-7,-1.9206842e7,NaN,-1.9261936e7,NaN,-0.2868457,402.986008583,6956.261281647,NaN
random3BodyIsing_L=5000000_5.h5,9999998,4.9999999999998e-7,-1.9194556e7,NaN,-1.9209836e7,NaN,-0.0796059,392.863980764,6955.72690103,NaN
random3BodyIsing_L=5000000_6.h5,9999998,5.00000019999988e-7,-1.918984e7,NaN,-1.9205328e7,NaN,-0.080709375,393.821845498,6956.764455261,NaN
